,ItemName,Category,Price,Tax,Date,Day,Time
570,2 Cheeseburgers,Normal,2.58,0.18,10-20-2021,Wednesday,12:25 PM
571,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,10-22-2021,Friday,11:31 AM
572,Small French Fry,Value Menu,1.19,0.08,10-22-2021,Friday,1:42 AM
573,Big Mac - Meal,Normal,5.69,0.4,10-26-2021,Tuesday,7:59 AM
574,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,10-23-2021,Saturday,7:35 PM
575,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-22-2021,Friday,7:49 AM
576,Sausage McMuffin,Breakfast,1.00,0.07,10-21-2021,Thursday,8:53 AM
577,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-20-2021,Wednesday,12:37 PM
578,Big Mac - Meal,Normal,5.69,0.4,10-21-2021,Thursday,4:50 PM
579,McChicken,Value Menu,1.00,0.07,10-23-2021,Saturday,8:11 PM
580,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,10-26-2021,Tuesday,2:25 PM
581,Filet-O-Fish,Normal,3.79,0.27,10-21-2021,Thursday,2:33 PM
582,Sausage McGriddles,Breakfast,2.79,0.2,10-25-2021,Monday,11:04 AM
583,Small French Fry,Value Menu,1.19,0.08,10-21-2021,Thursday,8:50 PM
584,Double Cheeseburger,Value Menu,1.59,0.11,10-23-2021,Saturday,5:09 PM
585,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,10-20-2021,Wednesday,3:11 PM
586,Bacon Habanero Ranch Quarter Pounder - Meal,Normal,5.79,0.41,10-22-2021,Friday,5:30 PM
587,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-20-2021,Wednesday,2:33 PM
588,"Bacon, Egg & Cheese Bagel",Breakfast,3.29,0.23,10-24-2021,Sunday,6:11 AM
589,Premium Chicken Bacon Clubhouse (Grilled or Crispy),Normal,4.49,0.31,10-23-2021,Saturday,3:48 PM
590,Bacon McDouble,Value Menu,2.00,0.14,10-22-2021,Friday,8:35 AM
591,Big Mac,Normal,3.99,0.28,10-22-2021,Friday,5:23 AM
592,Small French Fry,Value Menu,1.19,0.08,10-21-2021,Thursday,6:02 PM
593,Double Cheeseburger,Value Menu,1.59,0.11,10-25-2021,Monday,6:33 AM
594,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,10-20-2021,Wednesday,9:15 AM
595,Small French Fry,Value Menu,1.19,0.08,10-20-2021,Wednesday,1:58 PM
596,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-26-2021,Tuesday,12:08 PM
597,Large French Fry,Value Menu,1.79,0.13,10-20-2021,Wednesday,7:10 PM
598,2 Cheeseburgers,Normal,2.58,0.18,10-20-2021,Wednesday,10:56 PM
599,Southern Style Chicken - Meal,Normal,5.59,0.39,10-23-2021,Saturday,6:57 PM
600,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-21-2021,Thursday,11:05 AM
601,Bacon McDouble,Value Menu,2.00,0.14,10-22-2021,Friday,11:13 AM
602,Bacon Cheddar McChicken,Value Menu,2.00,0.14,10-26-2021,Tuesday,2:38 PM
603,Double Cheeseburger - Meal,Normal,4.19,0.29,10-25-2021,Monday,3:52 PM
604,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,10-20-2021,Wednesday,3:04 PM
605,Bacon McDouble,Value Menu,2.00,0.14,10-20-2021,Wednesday,12:43 PM
606,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-20-2021,Wednesday,6:10 AM
607,2 Cheeseburgers,Normal,2.58,0.18,10-26-2021,Tuesday,10:27 AM
608,Sausage McGriddles - Meal,Breakfast,3.99,0.28,10-20-2021,Wednesday,8:59 AM
609,Southern Style Chicken - Meal,Normal,5.59,0.39,10-24-2021,Sunday,8:47 PM
610,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-25-2021,Monday,5:14 PM
611,Sausage Biscuit with Egg - Meal,Breakfast,3.99,0.28,10-25-2021,Monday,7:49 AM
612,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,10-23-2021,Saturday,12:27 PM
613,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-21-2021,Thursday,8:03 PM
614,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-20-2021,Wednesday,2:51 AM
615,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-20-2021,Wednesday,6:50 PM
616,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-21-2021,Thursday,6:19 AM
617,Double Cheeseburger - Meal,Normal,4.19,0.29,10-26-2021,Tuesday,1:39 PM
618,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-25-2021,Monday,12:54 PM
619,2 McGriddles Cakes,Breakfast,1.00,0.07,10-20-2021,Wednesday,5:13 AM
620,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-26-2021,Tuesday,12:25 PM
621,Double Cheeseburger,Value Menu,1.59,0.11,10-26-2021,Tuesday,4:49 PM
622,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,10-24-2021,Sunday,4:31 PM
623,Steak and Egg Burrito,Value Menu,1.79,0.13,10-22-2021,Friday,2:05 PM
624,1 Hash Browns,Breakfast,1.00,0.07,10-25-2021,Monday,11:58 AM
625,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-24-2021,Sunday,10:10 PM
626,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-25-2021,Monday,10:52 AM
627,Double Cheeseburger,Value Menu,1.59,0.11,10-22-2021,Friday,8:14 PM
628,Big Mac - Meal,Normal,5.69,0.4,10-20-2021,Wednesday,4:01 PM
629,Large French Fry,Value Menu,1.79,0.13,10-26-2021,Tuesday,4:52 PM
630,Double Filet-O-Fish,Normal,4.69,0.33,10-26-2021,Tuesday,3:34 PM
631,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-20-2021,Wednesday,4:15 PM
632,Double Cheeseburger,Value Menu,1.59,0.11,10-21-2021,Thursday,10:57 AM
633,Southern Style Chicken - Meal,Normal,5.59,0.39,10-20-2021,Wednesday,12:15 PM
634,Bacon Habanero Ranch Quarter Pounder - Meal,Normal,5.79,0.41,10-26-2021,Tuesday,1:20 PM
635,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-22-2021,Friday,4:43 PM
636,2 Cheeseburgers,Normal,2.58,0.18,10-20-2021,Wednesday,12:52 PM
637,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-20-2021,Wednesday,12:19 PM
638,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-21-2021,Thursday,10:12 AM
639,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-26-2021,Tuesday,4:10 PM
640,Sausage McGriddles,Breakfast,2.79,0.2,10-25-2021,Monday,11:20 AM
641,Medium French Fry,Value Menu,1.59,0.11,10-24-2021,Sunday,2:37 PM
642,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-22-2021,Friday,9:41 PM
643,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-22-2021,Friday,5:17 PM
644,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-21-2021,Thursday,9:38 AM
645,Double Cheeseburger,Value Menu,1.59,0.11,10-21-2021,Thursday,8:27 PM
646,Sausage Biscuit,Breakfast,1.00,0.07,10-23-2021,Saturday,10:12 AM
647,Deluxe Quarter Punder,Normal,4.09,0.29,10-20-2021,Wednesday,7:36 AM
648,Sausage Biscuit,Breakfast,1.00,0.07,10-23-2021,Saturday,4:59 AM
649,Big Mac,Normal,3.99,0.28,10-22-2021,Friday,11:19 PM
650,Sausage McGriddles,Breakfast,2.79,0.2,10-22-2021,Friday,7:36 AM
651,Medium French Fry,Value Menu,1.59,0.11,10-20-2021,Wednesday,7:40 AM
652,1 Hash Browns,Breakfast,1.00,0.07,10-25-2021,Monday,7:36 AM
653,Filet-O-Fish - Meal,Normal,5.49,0.38,10-20-2021,Wednesday,3:18 PM
654,2 Cheeseburgers,Normal,2.58,0.18,10-24-2021,Sunday,3:13 AM
655,Large French Fry,Value Menu,1.79,0.13,10-25-2021,Monday,1:20 PM
656,Steak and Egg Burrito,Value Menu,1.79,0.13,10-21-2021,Thursday,2:13 PM
657,Deluxe Quarter Punder - Meal,Normal,5.79,0.41,10-22-2021,Friday,5:36 PM
658,Large French Fry,Value Menu,1.79,0.13,10-21-2021,Thursday,1:51 PM
659,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-20-2021,Wednesday,6:54 PM
660,McDouble,Value Menu,1.19,0.08,10-21-2021,Thursday,8:22 AM
661,Medium French Fry,Value Menu,1.59,0.11,10-22-2021,Friday,8:52 PM
662,Deluxe Quarter Punder,Normal,4.09,0.29,10-21-2021,Thursday,10:01 PM
663,Small French Fry,Value Menu,1.19,0.08,10-20-2021,Wednesday,5:59 AM
664,Sausage McGriddles,Breakfast,2.79,0.2,10-20-2021,Wednesday,7:36 AM
665,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-25-2021,Monday,6:42 AM
666,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,10-26-2021,Tuesday,5:35 PM
667,Double Cheeseburger,Value Menu,1.59,0.11,10-24-2021,Sunday,12:06 PM
668,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-26-2021,Tuesday,4:01 PM
669,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,10-23-2021,Saturday,10:23 AM
670,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-21-2021,Thursday,4:09 PM
671,1 Hash Browns,Breakfast,1.00,0.07,10-25-2021,Monday,7:59 AM
672,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,10-21-2021,Thursday,1:57 PM
673,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,10-25-2021,Monday,12:41 PM
674,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,10-25-2021,Monday,4:37 PM
675,Medium French Fry,Value Menu,1.59,0.11,10-24-2021,Sunday,5:31 PM
676,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-24-2021,Sunday,10:57 AM
677,2 Cheeseburgers,Normal,2.58,0.18,10-26-2021,Tuesday,8:56 AM
678,Southern Style Chicken,Normal,3.89,0.27,10-25-2021,Monday,3:46 PM
679,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-26-2021,Tuesday,2:57 AM
680,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-20-2021,Wednesday,1:22 PM
681,Double Cheeseburger - Meal,Normal,4.19,0.29,10-26-2021,Tuesday,12:45 PM
682,Southern Style Chicken,Normal,3.89,0.27,10-24-2021,Sunday,8:13 AM
683,Egg McMuffin - Meal,Breakfast,3.99,0.28,10-26-2021,Tuesday,6:24 AM
684,McDouble,Value Menu,1.19,0.08,10-22-2021,Friday,3:06 PM
685,BBQ Ranch Burger,Value Menu,1.00,0.07,10-23-2021,Saturday,6:21 AM
686,Filet-O-Fish,Normal,3.79,0.27,10-25-2021,Monday,6:16 PM
687,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-25-2021,Monday,6:46 AM
688,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-25-2021,Monday,9:51 AM
689,Double Cheeseburger - Meal,Normal,4.19,0.29,10-21-2021,Thursday,4:25 PM
690,BBQ Ranch Burger,Value Menu,1.00,0.07,10-20-2021,Wednesday,4:15 PM
691,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-23-2021,Saturday,4:45 AM
692,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-21-2021,Thursday,4:18 PM
693,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,10-21-2021,Thursday,7:35 AM
694,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,10-22-2021,Friday,10:03 AM
695,Double Cheeseburger,Value Menu,1.59,0.11,10-23-2021,Saturday,2:56 PM
696,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-21-2021,Thursday,3:35 PM
697,McChicken,Value Menu,1.00,0.07,10-20-2021,Wednesday,6:33 PM
698,Sausage Biscuit with Egg - Meal,Breakfast,3.99,0.28,10-20-2021,Wednesday,7:22 AM
699,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-21-2021,Thursday,3:14 PM
700,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-26-2021,Tuesday,2:59 PM
701,Sausage McGriddles - Meal,Breakfast,3.99,0.28,10-24-2021,Sunday,7:00 AM
702,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-23-2021,Saturday,10:56 AM
703,Sausage McMuffin,Breakfast,1.00,0.07,10-22-2021,Friday,9:53 AM
704,Large French Fry,Value Menu,1.79,0.13,10-24-2021,Sunday,3:30 PM
705,BBQ Ranch Burger,Value Menu,1.00,0.07,10-26-2021,Tuesday,10:42 PM
706,Sausage McGriddles - Meal,Breakfast,3.99,0.28,10-23-2021,Saturday,10:31 AM
707,Double Cheeseburger - Meal,Normal,4.19,0.29,10-24-2021,Sunday,9:45 AM
708,McDouble,Value Menu,1.19,0.08,10-20-2021,Wednesday,2:42 PM
709,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-20-2021,Wednesday,7:18 PM
710,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,10-24-2021,Sunday,9:44 AM
711,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-24-2021,Sunday,12:00 PM
712,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,10-20-2021,Wednesday,8:48 AM
713,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,10-24-2021,Sunday,10:12 AM
714,Double Cheeseburger - Meal,Normal,4.19,0.29,10-22-2021,Friday,3:41 PM
715,Sausage Biscuit,Breakfast,1.00,0.07,10-22-2021,Friday,8:13 PM
716,Double Cheeseburger,Value Menu,1.59,0.11,10-26-2021,Tuesday,12:12 PM
717,Sausage McGriddles,Breakfast,2.79,0.2,10-23-2021,Saturday,6:18 AM
718,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-20-2021,Wednesday,3:55 PM
719,2 Cheeseburgers,Normal,2.58,0.18,10-21-2021,Thursday,1:13 PM
720,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-26-2021,Tuesday,11:17 PM
721,Medium French Fry,Value Menu,1.59,0.11,10-26-2021,Tuesday,6:14 PM
722,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,10-20-2021,Wednesday,7:16 AM
723,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-26-2021,Tuesday,3:13 PM
724,Filet-O-Fish - Meal,Normal,5.49,0.38,10-22-2021,Friday,11:53 PM
725,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-24-2021,Sunday,6:40 AM
726,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-26-2021,Tuesday,9:50 PM
727,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-24-2021,Sunday,12:48 PM
728,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-26-2021,Tuesday,5:20 PM
729,McChicken,Value Menu,1.00,0.07,10-24-2021,Sunday,1:37 PM
730,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-20-2021,Wednesday,9:01 PM
731,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,10-24-2021,Sunday,9:25 AM
732,McChicken,Value Menu,1.00,0.07,10-23-2021,Saturday,4:21 PM
733,Medium French Fry,Value Menu,1.59,0.11,10-20-2021,Wednesday,9:50 AM
734,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-20-2021,Wednesday,5:43 PM
735,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-25-2021,Monday,12:07 PM
736,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-23-2021,Saturday,9:39 AM
737,Sausage Biscuit,Breakfast,1.00,0.07,10-21-2021,Thursday,8:21 AM
738,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-24-2021,Sunday,9:14 PM
739,McChicken,Value Menu,1.00,0.07,10-20-2021,Wednesday,3:46 PM
740,Big Mac - Meal,Normal,5.69,0.4,10-20-2021,Wednesday,1:48 PM
741,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-21-2021,Thursday,6:09 PM
742,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-23-2021,Saturday,3:56 PM
743,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-23-2021,Saturday,12:04 PM
744,"Bacon, Egg & Cheese Biscuit",Breakfast,3.19,0.22,10-26-2021,Tuesday,8:51 AM
745,Sausage McMuffin with Egg,Breakfast,2.99,0.21,10-20-2021,Wednesday,9:07 AM
746,Egg McMuffin - Meal,Breakfast,3.99,0.28,10-23-2021,Saturday,5:28 AM
747,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-20-2021,Wednesday,9:50 AM
748,Double Cheeseburger,Value Menu,1.59,0.11,10-20-2021,Wednesday,5:10 PM
749,Steak and Egg Burrito,Value Menu,1.79,0.13,10-22-2021,Friday,12:59 PM
750,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-26-2021,Tuesday,12:51 PM
751,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-24-2021,Sunday,4:37 PM
752,Egg McMuffin,Breakfast,2.79,0.2,10-20-2021,Wednesday,8:50 AM
753,Double Cheeseburger,Value Menu,1.59,0.11,10-20-2021,Wednesday,5:06 PM
754,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-23-2021,Saturday,1:29 PM
755,Quarter Pounder with Cheese,Normal,3.79,0.27,10-24-2021,Sunday,5:38 PM
756,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-20-2021,Wednesday,3:19 PM
757,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-21-2021,Thursday,2:11 PM
758,Southern Style Chicken,Normal,3.89,0.27,10-26-2021,Tuesday,7:01 PM
759,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-25-2021,Monday,2:56 PM
760,Small French Fry,Value Menu,1.19,0.08,10-20-2021,Wednesday,6:14 PM
761,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-22-2021,Friday,12:57 PM
762,2 McGriddles Cakes,Breakfast,1.00,0.07,10-24-2021,Sunday,10:56 AM
763,McDouble,Value Menu,1.19,0.08,10-25-2021,Monday,3:05 PM
764,Sausage Biscuit with Egg,Breakfast,2.79,0.2,10-21-2021,Thursday,3:10 AM
765,Sausage McGriddles,Breakfast,2.79,0.2,10-26-2021,Tuesday,10:26 AM
766,Quarter Pounder with Cheese,Normal,3.79,0.27,10-22-2021,Friday,4:47 PM
767,Big Mac - Meal,Normal,5.69,0.4,10-22-2021,Friday,5:53 PM
768,Big Mac,Normal,3.99,0.28,10-25-2021,Monday,1:14 PM
769,Big Mac - Meal,Normal,5.69,0.4,10-23-2021,Saturday,5:46 PM
770,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-22-2021,Friday,8:25 AM
771,Egg White Delight McMuffin,Breakfast,2.79,0.2,10-22-2021,Friday,4:24 AM
772,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-23-2021,Saturday,9:08 AM
773,Small French Fry,Value Menu,1.19,0.08,10-24-2021,Sunday,12:46 PM
774,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-21-2021,Thursday,6:21 AM
775,Medium French Fry,Value Menu,1.59,0.11,10-20-2021,Wednesday,1:58 PM
776,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-24-2021,Sunday,7:42 AM
777,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-22-2021,Friday,5:16 PM
778,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,10-22-2021,Friday,6:44 AM
779,Steak and Egg Burrito,Value Menu,1.79,0.13,10-22-2021,Friday,5:43 PM
780,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-20-2021,Wednesday,4:43 PM
781,Double Cheeseburger,Value Menu,1.59,0.11,10-20-2021,Wednesday,5:27 PM
782,Medium French Fry,Value Menu,1.59,0.11,10-20-2021,Wednesday,2:39 PM
783,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,10-21-2021,Thursday,4:00 AM
784,Quarter Pounder with Cheese,Normal,3.79,0.27,10-25-2021,Monday,10:48 AM
785,Sausage Biscuit with Egg - Meal,Breakfast,3.99,0.28,10-25-2021,Monday,4:05 AM
786,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-21-2021,Thursday,11:18 AM
787,Large French Fry,Value Menu,1.79,0.13,10-24-2021,Sunday,1:04 PM
788,McDouble,Value Menu,1.19,0.08,10-25-2021,Monday,4:28 PM
789,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-22-2021,Friday,8:22 AM
790,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-23-2021,Saturday,10:43 AM
791,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-25-2021,Monday,4:18 PM
792,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-24-2021,Sunday,7:22 AM
793,"Bacon, Egg & Cheese Biscuit",Breakfast,3.19,0.22,10-20-2021,Wednesday,2:59 PM
794,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-23-2021,Saturday,10:02 AM
795,Double Cheeseburger,Value Menu,1.59,0.11,10-23-2021,Saturday,8:01 PM
796,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-23-2021,Saturday,2:38 PM
797,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-22-2021,Friday,8:23 PM
798,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-23-2021,Saturday,3:23 PM
799,McChicken,Value Menu,1.00,0.07,10-20-2021,Wednesday,12:51 PM
800,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-22-2021,Friday,12:15 PM
801,Filet-O-Fish - Meal,Normal,5.49,0.38,10-20-2021,Wednesday,1:36 PM
802,1 Hash Browns,Breakfast,1.00,0.07,10-21-2021,Thursday,3:43 PM
803,Southern Style Chicken,Normal,3.89,0.27,10-23-2021,Saturday,5:35 PM
804,Chicken McNuggets - 20pc,Normal,5,0.35,10-21-2021,Thursday,3:49 PM
805,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-23-2021,Saturday,9:29 AM
806,Medium French Fry,Value Menu,1.59,0.11,10-23-2021,Saturday,3:57 PM
807,"Bacon, Egg & Cheese Biscuit",Breakfast,3.19,0.22,10-21-2021,Thursday,11:56 AM
808,Large French Fry,Value Menu,1.79,0.13,10-25-2021,Monday,9:30 AM
809,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-23-2021,Saturday,8:51 PM
810,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,10-22-2021,Friday,9:17 AM
811,McDouble,Value Menu,1.19,0.08,10-22-2021,Friday,3:32 PM
812,Big Mac - Meal,Normal,5.69,0.4,10-24-2021,Sunday,8:36 PM
813,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-23-2021,Saturday,4:27 PM
814,Egg McMuffin - Meal,Breakfast,3.99,0.28,10-24-2021,Sunday,4:58 AM
815,Southern Style Chicken,Normal,3.89,0.27,10-21-2021,Thursday,8:02 AM
816,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-22-2021,Friday,3:17 PM
817,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-22-2021,Friday,6:01 PM
818,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-23-2021,Saturday,1:17 PM
819,Steak and Egg Burrito,Value Menu,1.79,0.13,10-22-2021,Friday,9:00 PM
820,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-20-2021,Wednesday,7:17 PM
821,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-24-2021,Sunday,7:08 PM
822,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,10-24-2021,Sunday,11:53 AM
823,Sausage Biscuit,Breakfast,1.00,0.07,10-21-2021,Thursday,8:05 AM
824,Big Mac,Normal,3.99,0.28,10-26-2021,Tuesday,8:06 PM
825,Double Filet-O-Fish - Meal,Normal,6.39,0.45,10-20-2021,Wednesday,12:31 PM
826,Quarter Pounder with Cheese,Normal,3.79,0.27,10-23-2021,Saturday,12:58 PM
827,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-24-2021,Sunday,11:31 AM
828,Bacon Habanero Ranch Quarter Pounder - Meal,Normal,5.79,0.41,10-21-2021,Thursday,10:37 AM
829,Medium French Fry,Value Menu,1.59,0.11,10-25-2021,Monday,3:37 PM
830,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-20-2021,Wednesday,6:15 PM
831,Sausage Biscuit with Egg - Meal,Breakfast,3.99,0.28,10-23-2021,Saturday,10:36 AM
832,Chicken Snack Wrap (Crispy) (Chipolte BBQ),Value Menu,1.69,0.12,10-25-2021,Monday,1:37 PM
833,Bacon Habanero Ranch Quarter Pounder - Meal,Normal,5.79,0.41,10-22-2021,Friday,5:53 PM
834,Filet-O-Fish - Meal,Normal,5.49,0.38,10-23-2021,Saturday,8:19 PM
835,Bacon Cheddar McChicken,Value Menu,2.00,0.14,10-26-2021,Tuesday,10:57 AM
836,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,10-20-2021,Wednesday,11:04 AM
837,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-20-2021,Wednesday,1:16 PM
838,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,10-23-2021,Saturday,3:06 PM
839,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-22-2021,Friday,3:48 PM
840,Southern Style Chicken,Normal,3.89,0.27,10-23-2021,Saturday,11:19 AM
841,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-23-2021,Saturday,2:05 PM
842,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-26-2021,Tuesday,2:23 PM
843,2 McGriddles Cakes,Breakfast,1.00,0.07,10-24-2021,Sunday,2:14 AM
844,Small French Fry,Value Menu,1.19,0.08,10-21-2021,Thursday,5:01 PM
845,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-26-2021,Tuesday,1:37 PM
846,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,10-22-2021,Friday,2:11 PM
847,Big Mac,Normal,3.99,0.28,10-22-2021,Friday,3:52 PM
848,Sausage Biscuit with Egg,Breakfast,2.79,0.2,10-23-2021,Saturday,4:07 AM
849,Big Mac,Normal,3.99,0.28,10-20-2021,Wednesday,7:02 PM
850,Large French Fry,Value Menu,1.79,0.13,10-21-2021,Thursday,3:29 AM
851,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-25-2021,Monday,4:40 PM
852,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,10-23-2021,Saturday,10:12 AM
