,ItemName,Category,Price,Tax,Date,Day,Time
5755,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-22-2021,Friday,2:37 PM
5756,Bacon McDouble,Value Menu,2.00,0.14,10-29-2021,Friday,8:45 PM
5757,Big Mac,Normal,3.99,0.28,10-27-2021,Wednesday,4:46 PM
5758,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,11-05-2021,Friday,2:49 AM
5759,Small French Fry,Value Menu,1.19,0.08,11-02-2021,Tuesday,4:47 PM
5760,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-29-2021,Friday,2:37 PM
5761,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-09-2021,Tuesday,2:23 PM
5762,Double Cheeseburger,Value Menu,1.59,0.11,10-29-2021,Friday,4:43 PM
5763,Big Mac - Meal,Normal,5.69,0.4,10-24-2021,Sunday,9:17 AM
5764,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-26-2021,Tuesday,12:09 PM
5765,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,10-28-2021,Thursday,7:25 PM
5766,Big Mac,Normal,3.99,0.28,10-29-2021,Friday,5:29 PM
5767,BBQ Ranch Burger,Value Menu,1.00,0.07,11-01-2021,Monday,10:24 AM
5768,Medium French Fry,Value Menu,1.59,0.11,11-08-2021,Monday,10:30 AM
5769,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-31-2021,Sunday,4:07 PM
5770,"Bacon, Egg & Cheese Bagel",Breakfast,3.29,0.23,10-27-2021,Wednesday,8:29 PM
5771,Big Mac,Normal,3.99,0.28,10-26-2021,Tuesday,5:34 PM
5772,Small French Fry,Value Menu,1.19,0.08,10-30-2021,Saturday,4:33 PM
5773,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,11-05-2021,Friday,1:57 PM
5774,Big Mac - Meal,Normal,5.69,0.4,10-29-2021,Friday,8:40 PM
5775,McChicken,Value Menu,1.00,0.07,10-28-2021,Thursday,1:16 PM
5776,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-22-2021,Friday,3:38 PM
5777,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-31-2021,Sunday,6:37 PM
5778,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-31-2021,Sunday,3:01 PM
5779,1 Hash Browns,Breakfast,1.00,0.07,11-05-2021,Friday,8:49 AM
5780,Southern Style Chicken,Normal,3.89,0.27,10-22-2021,Friday,1:14 PM
5781,Small French Fry,Value Menu,1.19,0.08,11-10-2021,Wednesday,5:38 PM
5782,Chicken McNuggets - 20pc,Normal,5,0.35,11-01-2021,Monday,5:17 PM
5783,Double Cheeseburger,Value Menu,1.59,0.11,11-05-2021,Friday,10:22 AM
5784,McChicken,Value Menu,1.00,0.07,10-28-2021,Thursday,5:00 PM
5785,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,11-04-2021,Thursday,11:20 AM
5786,Double Cheeseburger,Value Menu,1.59,0.11,11-10-2021,Wednesday,3:50 PM
5787,Medium French Fry,Value Menu,1.59,0.11,10-30-2021,Saturday,12:45 PM
5788,Double Cheeseburger - Meal,Normal,4.19,0.29,11-10-2021,Wednesday,9:23 AM
5789,Medium French Fry,Value Menu,1.59,0.11,11-10-2021,Wednesday,3:29 AM
5790,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-10-2021,Wednesday,7:05 PM
5791,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-28-2021,Thursday,1:23 PM
5792,Sausage Burrito,Breakfast,1.00,0.07,11-01-2021,Monday,6:57 AM
5793,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-30-2021,Saturday,2:00 PM
5794,Double Cheeseburger,Value Menu,1.59,0.11,10-23-2021,Saturday,10:14 AM
5795,Southern Style Chicken - Meal,Normal,5.59,0.39,10-23-2021,Saturday,2:39 PM
5796,Double Cheeseburger,Value Menu,1.59,0.11,11-02-2021,Tuesday,11:05 AM
5797,Grilled Onion Cheddar,Value Menu,1.00,0.07,11-10-2021,Wednesday,11:03 AM
5798,Bacon Clubhouse Burger,Normal,4.49,0.31,11-05-2021,Friday,4:23 PM
5799,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-27-2021,Wednesday,9:10 PM
5800,Sausage McGriddles - Meal,Breakfast,3.99,0.28,11-01-2021,Monday,10:32 AM
5801,Sausage McMuffin,Breakfast,1.00,0.07,10-22-2021,Friday,5:57 AM
5802,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,10-29-2021,Friday,5:59 PM
5803,Medium French Fry,Value Menu,1.59,0.11,10-22-2021,Friday,4:54 PM
5804,Sausage Biscuit with Egg - Meal,Breakfast,3.99,0.28,11-05-2021,Friday,10:19 AM
5805,Large French Fry,Value Menu,1.79,0.13,10-29-2021,Friday,3:58 PM
5806,Sausage Biscuit,Breakfast,1.00,0.07,10-28-2021,Thursday,11:36 AM
5807,Big Mac - Meal,Normal,5.69,0.4,11-05-2021,Friday,4:06 PM
5808,Sausage McMuffin,Breakfast,1.00,0.07,10-23-2021,Saturday,3:50 AM
5809,Big Mac,Normal,3.99,0.28,11-07-2021,Sunday,5:40 PM
5810,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-24-2021,Sunday,6:20 AM
5811,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,11-06-2021,Saturday,8:38 AM
5812,Sausage McGriddles,Breakfast,2.79,0.2,11-07-2021,Sunday,7:38 AM
5813,Quarter Pounder with Cheese,Normal,3.79,0.27,10-22-2021,Friday,2:26 PM
5814,Filet-O-Fish,Normal,3.79,0.27,11-02-2021,Tuesday,2:23 PM
5815,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-29-2021,Friday,11:41 AM
5816,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-27-2021,Wednesday,8:27 PM
5817,Sausage McGriddles - Meal,Breakfast,3.99,0.28,10-22-2021,Friday,4:48 AM
5818,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-22-2021,Friday,6:21 AM
5819,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,10-23-2021,Saturday,1:52 PM
5820,Medium French Fry,Value Menu,1.59,0.11,10-29-2021,Friday,2:01 PM
5821,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-28-2021,Thursday,10:57 AM
5822,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,11-06-2021,Saturday,8:39 PM
5823,Chicken McNuggets - 20pc,Normal,5,0.35,11-10-2021,Wednesday,11:24 PM
5824,Big Mac,Normal,3.99,0.28,10-24-2021,Sunday,8:34 AM
5825,Egg McMuffin,Breakfast,2.79,0.2,11-03-2021,Wednesday,10:51 AM
5826,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-03-2021,Wednesday,1:39 AM
5827,Double Cheeseburger,Value Menu,1.59,0.11,11-06-2021,Saturday,11:03 PM
5828,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,10-25-2021,Monday,2:20 PM
5829,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,11-04-2021,Thursday,9:54 AM
5830,Big Mac - Meal,Normal,5.69,0.4,10-22-2021,Friday,6:46 AM
5831,Medium French Fry,Value Menu,1.59,0.11,11-03-2021,Wednesday,8:47 PM
5832,2 McGriddles Cakes,Breakfast,1.00,0.07,11-05-2021,Friday,11:15 AM
5833,Southern Style Chicken - Meal,Normal,5.59,0.39,10-22-2021,Friday,1:15 PM
5834,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-28-2021,Thursday,5:43 PM
5835,Southern Style Chicken - Meal,Normal,5.59,0.39,10-30-2021,Saturday,2:46 PM
5836,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,11-11-2021,Thursday,8:44 AM
5837,Double Cheeseburger,Value Menu,1.59,0.11,11-06-2021,Saturday,3:27 PM
5838,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,11-08-2021,Monday,6:57 AM
5839,Double Cheeseburger - Meal,Normal,4.19,0.29,10-31-2021,Sunday,2:18 PM
5840,Medium French Fry,Value Menu,1.59,0.11,10-31-2021,Sunday,3:16 PM
5841,Bacon McDouble,Value Menu,2.00,0.14,11-06-2021,Saturday,2:48 PM
5842,Big Mac - Meal,Normal,5.69,0.4,11-10-2021,Wednesday,5:37 PM
5843,Large French Fry,Value Menu,1.79,0.13,11-05-2021,Friday,12:06 PM
5844,1 Hash Browns,Breakfast,1.00,0.07,11-01-2021,Monday,8:06 AM
5845,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,11-02-2021,Tuesday,7:15 AM
5846,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-01-2021,Monday,1:07 PM
5847,Large French Fry,Value Menu,1.79,0.13,11-11-2021,Thursday,8:20 PM
5848,Big Mac,Normal,3.99,0.28,11-11-2021,Thursday,5:36 PM
5849,Quarter Pounder with Cheese,Normal,3.79,0.27,10-27-2021,Wednesday,11:37 PM
5850,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-23-2021,Saturday,11:32 AM
5851,Double Cheeseburger - Meal,Normal,4.19,0.29,10-27-2021,Wednesday,5:09 PM
5852,Small French Fry,Value Menu,1.19,0.08,10-22-2021,Friday,7:29 PM
5853,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-30-2021,Saturday,11:31 PM
5854,Bacon McDouble,Value Menu,2.00,0.14,11-03-2021,Wednesday,2:14 PM
5855,McChicken,Value Menu,1.00,0.07,11-07-2021,Sunday,8:09 PM
5856,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,11-11-2021,Thursday,11:53 AM
5857,Big Mac - Meal,Normal,5.69,0.4,11-09-2021,Tuesday,1:49 PM
5858,Sausage Biscuit with Egg - Meal,Breakfast,3.99,0.28,11-11-2021,Thursday,6:52 AM
5859,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-26-2021,Tuesday,1:11 PM
5860,Medium French Fry,Value Menu,1.59,0.11,11-11-2021,Thursday,2:07 PM
5861,Large French Fry,Value Menu,1.79,0.13,11-02-2021,Tuesday,11:54 AM
5862,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-04-2021,Thursday,7:01 PM
5863,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-28-2021,Thursday,10:11 AM
5864,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,10-27-2021,Wednesday,3:46 PM
5865,Deluxe Quarter Punder,Normal,4.09,0.29,10-30-2021,Saturday,3:38 PM
5866,Egg McMuffin,Breakfast,2.79,0.2,11-06-2021,Saturday,6:14 AM
5867,Southern Style Chicken - Meal,Normal,5.59,0.39,10-23-2021,Saturday,7:55 AM
5868,Double Cheeseburger - Meal,Normal,4.19,0.29,11-06-2021,Saturday,5:45 PM
5869,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,10-23-2021,Saturday,4:54 AM
5870,Southern Style Chicken - Meal,Normal,5.59,0.39,10-31-2021,Sunday,10:05 AM
5871,Double Cheeseburger,Value Menu,1.59,0.11,11-06-2021,Saturday,9:50 AM
5872,Chicken McNuggets - 20pc,Normal,5,0.35,11-08-2021,Monday,10:36 AM
5873,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-29-2021,Friday,0:25 AM
5874,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,11-03-2021,Wednesday,6:05 AM
5875,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,11-10-2021,Wednesday,1:28 PM
5876,Sausage McMuffin,Breakfast,1.00,0.07,11-06-2021,Saturday,6:42 AM
5877,Southern Style Chicken,Normal,3.89,0.27,11-05-2021,Friday,12:55 PM
5878,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-26-2021,Tuesday,6:50 PM
5879,Double Cheeseburger - Meal,Normal,4.19,0.29,11-07-2021,Sunday,11:17 AM
5880,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-27-2021,Wednesday,11:09 AM
5881,Sausage Biscuit with Egg,Breakfast,2.79,0.2,11-05-2021,Friday,11:34 AM
5882,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-25-2021,Monday,6:52 PM
5883,Double Quarter Pounder with Cheese,Normal,4.79,0.34,11-10-2021,Wednesday,12:49 PM
5884,Double Cheeseburger - Meal,Normal,4.19,0.29,10-23-2021,Saturday,1:13 PM
5885,Small French Fry,Value Menu,1.19,0.08,10-28-2021,Thursday,11:42 PM
5886,Double Quarter Pounder with Cheese - Meal,Normal,6.49,0.45,11-11-2021,Thursday,8:08 PM
5887,Bacon Cheddar McChicken,Value Menu,2.00,0.14,11-03-2021,Wednesday,9:10 AM
5888,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,11-02-2021,Tuesday,9:08 PM
5889,Large French Fry,Value Menu,1.79,0.13,11-05-2021,Friday,10:58 AM
5890,Sausage Burrito,Breakfast,1.00,0.07,11-07-2021,Sunday,1:22 AM
5891,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,11-11-2021,Thursday,11:11 PM
5892,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,11-04-2021,Thursday,2:07 PM
5893,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-27-2021,Wednesday,10:41 AM
5894,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-06-2021,Saturday,4:06 PM
5895,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-29-2021,Friday,4:57 PM
5896,Big Mac - Meal,Normal,5.69,0.4,11-03-2021,Wednesday,5:19 PM
5897,Big Mac,Normal,3.99,0.28,11-10-2021,Wednesday,3:38 PM
5898,"Bacon, Egg & Cheese Bagel - Meal",Breakfast,4.49,0.31,10-28-2021,Thursday,8:21 AM
5899,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,11-11-2021,Thursday,11:12 AM
5900,Double Quarter Pounder with Cheese - Meal,Normal,6.49,0.45,11-09-2021,Tuesday,4:53 PM
5901,Big Mac - Meal,Normal,5.69,0.4,11-08-2021,Monday,2:58 PM
5902,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-24-2021,Sunday,11:43 AM
5903,1 Hash Browns,Breakfast,1.00,0.07,10-26-2021,Tuesday,11:53 AM
5904,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-31-2021,Sunday,9:48 AM
5905,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,10-26-2021,Tuesday,6:27 AM
5906,Sausage McMuffin,Breakfast,1.00,0.07,11-02-2021,Tuesday,5:20 PM
5907,Small French Fry,Value Menu,1.19,0.08,10-23-2021,Saturday,1:09 PM
5908,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,11-08-2021,Monday,9:30 AM
5909,2 Cheeseburgers - Meal,Normal,4.89,0.34,11-02-2021,Tuesday,10:08 AM
5910,Sausage McGriddles - Meal,Breakfast,3.99,0.28,10-28-2021,Thursday,7:46 AM
5911,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-22-2021,Friday,6:30 PM
5912,Southern Style Chicken,Normal,3.89,0.27,10-27-2021,Wednesday,8:09 PM
5913,Double Filet-O-Fish,Normal,4.69,0.33,11-10-2021,Wednesday,3:15 PM
5914,Bacon Cheddar McChicken,Value Menu,2.00,0.14,11-06-2021,Saturday,3:19 PM
5915,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-22-2021,Friday,1:29 PM
5916,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-27-2021,Wednesday,11:55 AM
5917,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-29-2021,Friday,10:10 PM
5918,2 Cheeseburgers,Normal,2.58,0.18,10-27-2021,Wednesday,8:03 PM
5919,Egg White Delight McMuffin,Breakfast,2.79,0.2,11-11-2021,Thursday,6:28 AM
5920,Sausage McGriddles,Breakfast,2.79,0.2,11-02-2021,Tuesday,3:32 AM
5921,Medium French Fry,Value Menu,1.59,0.11,10-30-2021,Saturday,4:49 AM
5922,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-30-2021,Saturday,12:36 PM
5923,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,10-22-2021,Friday,6:48 PM
5924,Chicken McNuggets - 20pc,Normal,5,0.35,10-30-2021,Saturday,4:57 PM
5925,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,11-07-2021,Sunday,3:42 PM
5926,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,11-10-2021,Wednesday,5:50 PM
5927,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,11-08-2021,Monday,6:19 PM
5928,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,11-06-2021,Saturday,4:00 PM
5929,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-22-2021,Friday,8:54 PM
5930,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,10-27-2021,Wednesday,4:41 AM
5931,Steak and Egg Burrito,Value Menu,1.79,0.13,11-04-2021,Thursday,6:15 PM
5932,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-27-2021,Wednesday,12:14 PM
5933,Double Cheeseburger - Meal,Normal,4.19,0.29,10-29-2021,Friday,7:53 PM
5934,1 Hash Browns,Breakfast,1.00,0.07,11-06-2021,Saturday,11:02 AM
5935,Double Cheeseburger,Value Menu,1.59,0.11,11-10-2021,Wednesday,4:10 PM
5936,Sausage McGriddles - Meal,Breakfast,3.99,0.28,11-06-2021,Saturday,10:11 AM
5937,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,11-07-2021,Sunday,6:55 PM
5938,Double Cheeseburger,Value Menu,1.59,0.11,11-06-2021,Saturday,10:37 AM
5939,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-27-2021,Wednesday,9:57 AM
5940,Small French Fry,Value Menu,1.19,0.08,11-07-2021,Sunday,5:36 PM
5941,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-23-2021,Saturday,4:57 AM
5942,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,10-30-2021,Saturday,1:02 PM
5943,Sausage Burrito,Breakfast,1.00,0.07,11-10-2021,Wednesday,3:04 AM
5944,Double Quarter Pounder with Cheese - Meal,Normal,6.49,0.45,11-03-2021,Wednesday,4:04 PM
5945,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-09-2021,Tuesday,11:14 PM
5946,Big Mac,Normal,3.99,0.28,10-25-2021,Monday,11:38 AM
5947,Small French Fry,Value Menu,1.19,0.08,11-06-2021,Saturday,6:55 PM
5948,Quarter Pounder with Cheese,Normal,3.79,0.27,11-10-2021,Wednesday,12:40 PM
5949,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-31-2021,Sunday,12:08 PM
5950,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-08-2021,Monday,1:50 PM
5951,"Bacon, Egg & Cheese Bagel",Breakfast,3.29,0.23,11-07-2021,Sunday,9:13 AM
5952,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,11-01-2021,Monday,8:10 AM
5953,Southern Style Chicken,Normal,3.89,0.27,10-29-2021,Friday,10:13 AM
5954,Double Cheeseburger - Meal,Normal,4.19,0.29,10-22-2021,Friday,8:55 AM
5955,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,10-24-2021,Sunday,7:19 AM
5956,Sausage Biscuit with Egg,Breakfast,2.79,0.2,10-29-2021,Friday,3:06 AM
5957,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-26-2021,Tuesday,8:20 AM
5958,Bacon Cheddar McChicken,Value Menu,2.00,0.14,11-06-2021,Saturday,1:48 PM
5959,Big Mac,Normal,3.99,0.28,11-10-2021,Wednesday,6:38 PM
5960,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-27-2021,Wednesday,12:49 PM
5961,Sausage Biscuit with Egg,Breakfast,2.79,0.2,10-31-2021,Sunday,10:04 AM
5962,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,11-04-2021,Thursday,8:57 AM
5963,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-31-2021,Sunday,8:14 AM
5964,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,10-24-2021,Sunday,4:57 PM
5965,Double Cheeseburger,Value Menu,1.59,0.11,11-08-2021,Monday,12:38 PM
5966,Bacon Clubhouse Burger,Normal,4.49,0.31,11-11-2021,Thursday,3:56 AM
5967,Small French Fry,Value Menu,1.19,0.08,11-04-2021,Thursday,5:49 PM
5968,Sausage McMuffin with Egg,Breakfast,2.99,0.21,10-29-2021,Friday,10:49 AM
5969,Big Mac - Meal,Normal,5.69,0.4,11-11-2021,Thursday,10:35 PM
5970,Medium French Fry,Value Menu,1.59,0.11,10-29-2021,Friday,11:03 PM
5971,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,10-31-2021,Sunday,8:01 PM
5972,Filet-O-Fish - Meal,Normal,5.49,0.38,11-06-2021,Saturday,5:42 PM
5973,Egg McMuffin - Meal,Breakfast,3.99,0.28,11-08-2021,Monday,0:58 AM
5974,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-27-2021,Wednesday,7:54 PM
5975,Large French Fry,Value Menu,1.79,0.13,10-30-2021,Saturday,11:05 AM
5976,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,11-08-2021,Monday,8:43 PM
5977,McChicken,Value Menu,1.00,0.07,11-03-2021,Wednesday,5:37 PM
5978,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,10-27-2021,Wednesday,11:50 AM
5979,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,11-06-2021,Saturday,9:57 AM
5980,Egg McMuffin,Breakfast,2.79,0.2,10-30-2021,Saturday,10:12 AM
5981,Sausage Biscuit,Breakfast,1.00,0.07,10-27-2021,Wednesday,10:14 AM
5982,Double Cheeseburger,Value Menu,1.59,0.11,10-26-2021,Tuesday,12:42 PM
5983,Egg McMuffin,Breakfast,2.79,0.2,11-05-2021,Friday,2:43 PM
5984,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,11-05-2021,Friday,10:37 AM
5985,Chicken Snack Wrap (Crispy) (Chipolte BBQ),Value Menu,1.69,0.12,10-28-2021,Thursday,2:00 PM
5986,Sausage Biscuit with Egg,Breakfast,2.79,0.2,11-10-2021,Wednesday,9:53 AM
5987,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-23-2021,Saturday,8:51 PM
5988,BBQ Ranch Burger,Value Menu,1.00,0.07,10-23-2021,Saturday,11:11 PM
5989,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-28-2021,Thursday,7:55 PM
5990,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-01-2021,Monday,7:27 PM
5991,Big Mac - Meal,Normal,5.69,0.4,11-08-2021,Monday,5:28 PM
5992,Sausage McGriddles - Meal,Breakfast,3.99,0.28,10-24-2021,Sunday,8:14 AM
5993,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-27-2021,Wednesday,10:49 AM
5994,Double Cheeseburger - Meal,Normal,4.19,0.29,11-06-2021,Saturday,7:32 AM
5995,Medium French Fry,Value Menu,1.59,0.11,10-22-2021,Friday,5:33 PM
5996,Chicken McNuggets - 20pc,Normal,5,0.35,10-30-2021,Saturday,4:25 PM
5997,Egg McMuffin,Breakfast,2.79,0.2,10-29-2021,Friday,3:25 AM
5998,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,11-02-2021,Tuesday,6:52 AM
5999,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,10-22-2021,Friday,5:01 PM
6000,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-30-2021,Saturday,4:07 PM
6001,Large French Fry,Value Menu,1.79,0.13,10-30-2021,Saturday,8:12 AM
6002,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-25-2021,Monday,7:31 AM
6003,McChicken,Value Menu,1.00,0.07,10-31-2021,Sunday,6:14 AM
6004,McChicken,Value Menu,1.00,0.07,10-27-2021,Wednesday,7:02 PM
6005,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-29-2021,Friday,10:36 AM
6006,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-23-2021,Saturday,5:40 PM
6007,Southern Style Chicken - Meal,Normal,5.59,0.39,11-06-2021,Saturday,5:55 PM
6008,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-23-2021,Saturday,11:14 AM
6009,Double Cheeseburger - Meal,Normal,4.19,0.29,11-01-2021,Monday,4:13 PM
6010,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-31-2021,Sunday,9:47 AM
6011,Egg White Delight McMuffin,Breakfast,2.79,0.2,11-08-2021,Monday,7:02 AM
6012,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,11-06-2021,Saturday,12:47 PM
6013,Double Cheeseburger,Value Menu,1.59,0.11,10-29-2021,Friday,7:45 PM
6014,Bacon McDouble,Value Menu,2.00,0.14,10-26-2021,Tuesday,8:24 PM
6015,2 McGriddles Cakes,Breakfast,1.00,0.07,10-27-2021,Wednesday,11:33 AM
6016,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,11-01-2021,Monday,7:54 PM
6017,"Bacon, Egg & Cheese Biscuit",Breakfast,3.19,0.22,11-06-2021,Saturday,6:57 AM
6018,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,11-04-2021,Thursday,3:25 PM
6019,Sausage McMuffin with Egg,Breakfast,2.99,0.21,11-02-2021,Tuesday,2:47 PM
6020,Chicken McNuggets - 20pc,Normal,5,0.35,10-30-2021,Saturday,3:38 PM
6021,Sausage McGriddles - Meal,Breakfast,3.99,0.28,10-27-2021,Wednesday,11:21 AM
6022,Bacon McDouble,Value Menu,2.00,0.14,11-06-2021,Saturday,4:53 PM
6023,1 Hash Browns,Breakfast,1.00,0.07,10-31-2021,Sunday,10:20 AM
6024,Large French Fry,Value Menu,1.79,0.13,10-29-2021,Friday,3:14 PM
6025,2 McGriddles Cakes,Breakfast,1.00,0.07,10-24-2021,Sunday,1:18 PM
6026,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-26-2021,Tuesday,11:53 PM
6027,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,11-02-2021,Tuesday,2:25 PM
6028,Small French Fry,Value Menu,1.19,0.08,11-01-2021,Monday,2:07 PM
6029,Filet-O-Fish - Meal,Normal,5.49,0.38,11-04-2021,Thursday,2:19 PM
6030,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,11-11-2021,Thursday,2:16 PM
6031,Double Cheeseburger,Value Menu,1.59,0.11,10-22-2021,Friday,1:13 PM
6032,2 Cheeseburgers,Normal,2.58,0.18,10-27-2021,Wednesday,3:26 PM
6033,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,11-07-2021,Sunday,8:03 AM
6034,Double Cheeseburger - Meal,Normal,4.19,0.29,11-01-2021,Monday,10:54 PM
